2.785714285714285254e-01	4.117647058823530326e-01	4.923076923076923350e-01	7.297297297297296037e-01
3.500000000000000333e-01	4.411764705882352811e-01	9.384615384615384581e-01	4.594594594594592074e-01
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.027027027027028527e-01
2.714285714285714080e-01	5.294117647058824705e-01	5.076923076923076650e-01	3.783783783783780663e-01
3.142857142857143349e-01	4.117647058823530326e-01	4.615384615384616751e-01	6.756756756756756577e-01
2.000000000000000111e-01	0.000000000000000000e+00	7.230769230769229505e-01	4.864864864864861804e-01
2.999999999999999889e-01	3.529411764705885357e-01	5.230769230769232170e-01	7.027027027027028527e-01
2.785714285714285254e-01	4.411764705882352811e-01	5.076923076923076650e-01	6.486486486486484626e-01
1.428571428571428492e-01	2.941176470588247049e-02	6.307692307692307487e-01	4.864864864864861804e-01
3.071428571428571064e-01	5.000000000000002220e-01	4.769230769230770051e-01	7.567567567567563547e-01
1.428571428571428492e-01	1.470588235294116863e-01	5.692307692307692069e-01	4.594594594594592074e-01
4.571428571428571286e-01	5.000000000000002220e-01	8.000000000000000444e-01	5.945945945945945166e-01
2.857142857142857539e-01	5.588235294117647189e-01	4.769230769230770051e-01	3.783783783783780663e-01
1.428571428571429047e-02	0.000000000000000000e+00	4.615384615384610090e-02	5.945945945945945166e-01
4.785714285714285920e-01	5.882352941176469674e-01	6.153846153846154188e-01	7.297297297297296037e-01
2.857142857142857539e-01	5.294117647058824705e-01	5.384615384615385469e-01	3.243243243243243423e-01
1.928571428571428381e-01	5.882352941176471894e-02	6.461538461538460787e-01	4.324324324324322344e-01
2.999999999999999889e-01	5.000000000000002220e-01	5.384615384615385469e-01	8.378378378378374958e-01
1.428571428571428492e-01	5.882352941176471894e-02	5.384615384615385469e-01	4.594594594594592074e-01
3.642857142857142683e-01	3.823529411764707842e-01	5.846153846153845368e-01	9.999999999999997780e-01
3.142857142857143349e-01	4.411764705882352811e-01	5.692307692307692069e-01	4.054054054054050393e-01
1.000000000000000000e+00	1.000000000000000222e+00	8.000000000000000444e-01	5.405405405405405705e-01
3.285714285714285698e-01	5.000000000000002220e-01	5.538461538461538769e-01	4.864864864864861804e-01
1.500000000000000222e-01	8.823529411764696739e-02	6.307692307692307487e-01	4.054054054054050393e-01
2.714285714285714080e-01	2.058823529411764053e-01	6.923076923076922906e-01	4.594594594594592074e-01
1.500000000000000222e-01	2.941176470588247049e-02	6.153846153846154188e-01	4.594594594594592074e-01
2.928571428571428714e-01	4.117647058823530326e-01	5.846153846153845368e-01	5.945945945945945166e-01
3.714285714285713857e-01	6.470588235294119084e-01	4.307692307692307931e-01	1.081081081081078921e-01
2.785714285714285254e-01	3.529411764705885357e-01	4.769230769230770051e-01	8.918918918918918859e-01
3.928571428571428492e-01	4.117647058823530326e-01	8.000000000000000444e-01	4.594594594594592074e-01
9.499999999999999556e-01	9.411764705882352811e-01	8.307692307692309264e-01	5.405405405405405705e-01
1.428571428571429047e-02	2.941176470588247049e-02	4.615384615384610090e-02	7.027027027027028527e-01
3.357142857142856873e-01	5.294117647058824705e-01	6.000000000000000888e-01	8.918918918918918859e-01
2.999999999999999889e-01	3.823529411764707842e-01	5.538461538461538769e-01	5.675675675675673215e-01
2.857142857142857539e-01	4.705882352941179736e-01	5.230769230769232170e-01	7.837837837837835497e-01
3.071428571428571064e-01	4.705882352941179736e-01	4.923076923076923350e-01	8.108108108108107448e-01
3.428571428571428048e-01	4.705882352941179736e-01	4.615384615384616751e-01	9.189189189189186369e-01
2.428571428571428270e-01	2.941176470588235947e-01	5.230769230769232170e-01	5.405405405405405705e-01
1.428571428571428492e-01	8.823529411764696739e-02	6.923076923076922906e-01	4.324324324324322344e-01
3.571428571428569843e-02	1.176470588235294379e-01	1.076923076923077538e-01	6.756756756756756577e-01
4.142857142857143127e-01	7.647058823529413463e-01	5.076923076923076650e-01	0.000000000000000000e+00
1.571428571428571397e-01	5.882352941176471894e-02	6.769230769230769607e-01	5.135135135135133755e-01
4.285714285714285476e-01	4.411764705882352811e-01	8.769230769230769162e-01	4.594594594594592074e-01
4.428571428571428936e-01	4.411764705882352811e-01	1.000000000000000000e+00	4.594594594594592074e-01
